x,y,u,v,p,vMag
-5.30092391e-02,2.18833794e-01,-6.94320083e-01,6.12480819e-01,2.08047196e-01,9.25858080e-01
5.62021792e-01,2.11588003e-01,1.99614096e+00,-1.95749795e+00,1.29273522e+00,2.79577827e+00
-1.70996929e-01,-2.31285403e-01,7.56108999e-01,2.31244013e-01,5.63122571e-01,7.90679812e-01
1.00795995e-02,-3.20023261e-01,6.40646815e-01,1.25203833e-01,1.11874449e+00,6.52766705e-01
-2.66851300e-01,3.06665168e-01,7.82298923e-01,2.42445663e-01,1.07436240e+00,8.19006383e-01
-3.53605529e-01,6.02543540e-02,6.68449521e-01,1.76054433e-01,4.38945830e-01,6.91245198e-01
3.92564284e-01,1.10701231e-01,2.64055878e-01,-5.52828908e-01,-1.07559562e-03,6.12654328e-01
-1.98310218e-02,-3.08353539e-01,6.74048662e-01,1.75259486e-01,1.17989969e+00,6.96460664e-01
5.02419994e-01,2.26945648e-01,9.01270270e-01,-1.71308351e+00,-1.27180010e-01,1.93570220e+00
1.26603158e-02,-3.60854182e-01,6.75989151e-01,1.80075273e-01,1.18552995e+00,6.99563026e-01
-2.96119846e-01,-9.02168622e-02,5.90734720e-01,1.26202688e-01,3.55802894e-01,6.04065061e-01
4.40068067e-01,3.33337480e-01,-6.30825996e-01,-1.16635573e+00,-1.21486318e+00,1.32601929e+00
1.85641296e-01,7.62288498e-02,-5.15130877e-01,-1.51866600e-01,-4.27972734e-01,5.37050545e-01
3.05789744e-01,-2.93452374e-01,-8.35921168e-02,-7.18654335e-01,-1.48525858e+00,7.23499596e-01
2.05024551e-01,-2.95074400e-01,2.88020801e-02,-8.63481879e-01,-1.02192402e+00,8.63962114e-01
-1.00994396e-01,-4.65306545e-02,6.73848748e-01,1.68488726e-01,1.17018414e+00,6.94593847e-01
2.04441174e-01,-1.04811425e-01,-2.58281201e-01,-6.12064183e-01,-5.18372536e-01,6.64328039e-01
2.40041457e-01,3.10859141e-01,-5.76084018e-01,-2.78067946e-01,1.61596432e-01,6.39683187e-01
-3.56829262e-01,-2.43274700e-02,5.48241854e-01,9.87698883e-02,3.13305974e-01,5.57067871e-01
8.41230362e-02,1.96331961e-02,-4.93173927e-01,5.04218936e-01,2.50138521e-01,7.05306530e-01
-1.83669842e-01,-2.20705067e-01,7.26916790e-01,2.12978676e-01,5.16081154e-01,7.57474661e-01
5.67949029e-01,-1.03912250e-01,2.24811316e+00,-1.64245844e+00,1.81492031e+00,2.78418422e+00
1.17520149e-01,-3.70395122e-01,6.54672861e-01,1.07431069e-01,1.01305509e+00,6.63428962e-01
-1.82114596e-01,-4.69668554e-02,7.08771467e-01,2.12855145e-01,1.19715369e+00,7.40043461e-01
-3.57010844e-02,-6.38996727e-02,5.82190514e-01,1.23576686e-01,3.44716728e-01,5.95161319e-01
4.09384344e-01,1.49478948e-01,-2.57746130e-01,-8.50426018e-01,-2.19401017e-01,8.88626754e-01
3.31588234e-01,-2.58644319e-01,-9.72870439e-02,-5.36028981e-01,-1.16887558e+00,5.44786036e-01
1.54908485e-01,-1.90876281e-01,-2.92252414e-02,-5.48895240e-01,-7.40584314e-01,5.49672723e-01
1.43639707e-01,-2.39408591e-01,1.81027412e-01,-3.44856560e-01,-4.65831101e-01,3.89482975e-01
4.84883972e-01,-1.96492790e-01,7.99715877e-01,-1.47862673e+00,2.42556050e-01,1.68103611e+00
7.78282579e-02,-1.24781434e-01,-7.29905516e-02,-1.90711558e-01,-3.91446650e-01,2.04202145e-01
4.14326831e-01,1.25967178e-01,-5.01417875e-01,-9.58919168e-01,-5.03806651e-01,1.08210254e+00
5.37187653e-01,2.84472341e-01,1.52302003e+00,-1.99134755e+00,6.37704015e-01,2.50700116e+00
3.26820690e-01,-9.92905970e-02,-1.50209591e-02,-5.71229935e-01,-1.27262950e+00,5.71427405e-01
-9.74513691e-02,1.01084551e-02,8.24187517e-01,2.62316823e-01,8.91429007e-01,8.64924967e-01
-2.52910216e-01,-4.77723450e-02,8.18856955e-01,2.66473532e-01,7.14871764e-01,8.61124158e-01
-3.51202737e-01,-2.82598692e-01,4.92741108e-01,5.89397103e-02,2.53827989e-01,4.96253669e-01
-2.77036510e-01,6.01721475e-02,8.03146839e-01,2.50385404e-01,1.02549088e+00,8.41271460e-01
2.36160497e-01,2.13627697e-01,-6.00689292e-01,-2.37917811e-01,3.99020791e-01,6.46090150e-01
5.26799577e-01,4.00478416e-03,1.53293610e+00,-1.68667889e+00,1.09994900e+00,2.27920556e+00
2.15662510e-01,-3.35537373e-01,-4.01590317e-02,-7.32326627e-01,-9.26655650e-01,7.33426869e-01
4.47192411e-02,-1.58902842e-01,3.84151310e-01,-5.41251451e-02,5.10877818e-02,3.87945592e-01
-1.73393713e-01,-1.84767896e-01,8.27329874e-01,2.70072162e-01,7.59257019e-01,8.70295167e-01
5.94718210e-01,3.70789968e-01,2.41012263e+00,-2.26156855e+00,1.38148284e+00,3.30505419e+00
-1.56154600e-01,3.03292104e-01,-2.74440318e-01,2.13813707e-01,5.48288226e-03,3.47899109e-01
5.14269203e-01,1.19079743e-01,1.20212591e+00,-1.76730871e+00,4.40683603e-01,2.13740206e+00
3.32109033e-01,1.49264855e-01,-1.47801369e-01,-5.62204361e-01,-1.16609275e+00,5.81308007e-01
9.25499266e-02,-2.56654492e-02,-2.75920838e-01,4.32055414e-01,2.86868334e-01,5.12644351e-01
4.71465652e-01,-1.56229153e-01,5.04632711e-01,-1.27864075e+00,-6.33435845e-02,1.37461865e+00
-2.21264355e-01,-3.00775408e-02,7.86685228e-01,2.44981661e-01,1.07272410e+00,8.23947608e-01
-2.91339413e-01,-2.19940406e-01,5.11378169e-01,7.28665590e-02,2.75214970e-01,5.16543448e-01
4.40963886e-01,-1.84900878e-01,-2.16551721e-01,-1.05863559e+00,-1.20944548e+00,1.08055723e+00
1.58924092e-01,-3.54104099e-01,4.29233342e-01,1.49212912e-01,6.63394630e-02,4.54429060e-01
-9.55857855e-02,-1.81402811e-01,6.79114938e-01,1.77998975e-01,1.17992878e+00,7.02054679e-01
3.36639775e-01,-1.35638883e-01,5.43734133e-02,-4.29009676e-01,-1.00795329e+00,4.32441652e-01
-2.86179089e-01,-2.92988300e-01,4.99412507e-01,6.40054941e-02,2.61721671e-01,5.03497303e-01
3.60560565e-01,-2.69503262e-01,4.68415886e-01,-3.58770370e-01,1.60640910e-01,5.90025127e-01
3.93326334e-01,1.17738166e-01,2.52996802e-01,-5.54286897e-01,7.96284527e-03,6.09295785e-01
-8.42321825e-02,1.18834700e-01,-1.25767723e-01,-1.58571810e-01,-3.67264330e-01,2.02392042e-01
4.46314960e-01,3.69355537e-01,-5.05346656e-01,-1.21145391e+00,-1.38923693e+00,1.31262934e+00
1.93319780e-01,1.98760291e-01,-9.31524038e-02,-3.99398357e-01,-7.55284250e-01,4.10117567e-01
1.61753402e-01,1.42577058e-01,1.13858685e-01,3.60192358e-02,-4.10499990e-01,1.19420201e-01
-7.71700997e-02,-2.50075764e-01,7.22320795e-01,2.21869841e-01,1.18757761e+00,7.55627930e-01
6.21419134e-01,2.75294717e-01,2.86822915e+00,-2.24805546e+00,1.75062466e+00,3.64424109e+00
4.92817127e-01,1.05455120e-01,7.88884878e-01,-1.57701540e+00,-7.11806938e-02,1.76332545e+00
3.09959761e-01,4.00877719e-02,-6.66868836e-02,6.02602482e-01,-1.87720925e-01,6.06281221e-01
4.05320526e-01,-3.24704245e-01,-5.72568893e-01,-9.55443621e-01,-5.64751923e-01,1.11387062e+00
2.55000139e-01,3.63085481e-02,2.67655343e-01,7.58986920e-02,2.86477804e-01,2.78208554e-01
-4.83356431e-02,-9.94803320e-02,7.57061124e-01,2.34817162e-01,1.12947929e+00,7.92641580e-01
-7.86865851e-02,7.51123094e-02,5.96616492e-02,-2.57855594e-01,-4.35938597e-01,2.64667749e-01
1.74483202e-03,-2.05639728e-01,6.96915507e-01,2.04075560e-01,1.20111895e+00,7.26180434e-01
5.65760985e-01,-2.80450546e-01,2.28458786e+00,-1.54253745e+00,1.93401158e+00,2.75658536e+00
5.39876968e-01,-4.87444931e-02,1.79896164e+00,-1.62304485e+00,1.44312358e+00,2.42291927e+00
3.63905217e-01,1.79096827e-02,1.22267909e-01,-6.62776381e-02,-2.21316367e-02,1.39076114e-01
3.23363934e-01,1.19883696e-01,-1.51527286e-01,-1.77993029e-02,-7.67501652e-01,1.52569115e-01
1.88029758e-01,-7.91490379e-02,-5.22769690e-01,-2.92653650e-01,-2.91080266e-01,5.99111259e-01
-1.35711863e-01,-1.37257821e-01,7.14039087e-01,2.16091707e-01,1.19297016e+00,7.46021092e-01
-2.62900856e-02,3.17118698e-01,4.14359808e-01,1.08605176e-02,9.99319732e-01,4.14502114e-01
-1.05208377e-01,-1.60562469e-01,6.75411582e-01,1.72770813e-01,1.17529404e+00,6.97158933e-01
1.48392473e-01,2.94767481e-01,4.92717505e-01,2.02015385e-01,3.57341826e-01,5.32522976e-01
3.31488717e-01,-2.01410916e-01,-2.75040194e-02,-5.42774141e-01,-1.18201339e+00,5.43470562e-01
-9.36364073e-02,-1.76856575e-01,6.70395613e-01,1.65484950e-01,1.16826332e+00,6.90518320e-01
2.65577058e-01,6.88347984e-03,4.39890683e-01,1.23823151e-01,4.09114957e-01,4.56985772e-01
4.04005596e-01,-3.13846067e-01,-5.21238565e-01,-9.60394859e-01,-5.22558987e-01,1.09272504e+00
6.06000915e-01,-1.56224660e-01,2.78247929e+00,-1.94182169e+00,1.93781006e+00,3.39306092e+00
6.02617008e-01,1.47904799e-01,2.63565445e+00,-2.02967978e+00,1.77423334e+00,3.32660103e+00
-7.32255489e-02,1.34777443e-01,-2.61990786e-01,5.03426194e-02,-1.72424495e-01,2.66783714e-01
-1.78050634e-01,-6.05077127e-02,7.16396332e-01,2.18768194e-01,1.19402778e+00,7.49054909e-01
4.98736413e-01,3.52746838e-01,7.54785895e-01,-1.68807650e+00,-4.12568331e-01,1.84913599e+00
-1.14242448e-01,-3.35622583e-01,7.54578829e-01,2.30723098e-01,5.60547411e-01,7.89064229e-01
4.43277560e-01,-5.25604207e-02,-2.70670503e-01,-1.15551269e+00,-1.36563277e+00,1.18679070e+00
1.24206067e-01,-1.08841275e-01,-2.82340109e-01,-7.83506334e-02,-3.05619389e-01,2.93009818e-01
7.77894278e-02,-3.19948986e-01,6.78996205e-01,1.65838674e-01,1.15992725e+00,6.98955178e-01
2.89275507e-01,-1.29363693e-01,3.33541855e-02,4.34025288e-01,1.48380890e-01,4.35304999e-01
4.60722302e-01,-2.32860587e-01,3.14272553e-01,-1.12940598e+00,-2.33593792e-01,1.17231619e+00
1.00954382e-01,2.78322001e-01,5.73781848e-01,-1.06648698e-01,1.50624692e+00,5.83609045e-01
5.04357193e-01,2.88708073e-01,9.01653409e-01,-1.74702775e+00,-2.08244577e-01,1.96598184e+00
-2.32170992e-01,2.31389742e-01,7.45708227e-01,2.32445583e-01,1.15589881e+00,7.81096458e-01
4.05406302e-01,-2.80508179e-01,-5.46051502e-01,-9.80135381e-01,-5.65471649e-01,1.12197936e+00
3.61486144e-01,-2.40063367e-01,4.76755500e-01,-3.25488389e-01,1.77788436e-01,5.77268124e-01
-2.73304337e-01,1.77291089e-01,6.47698402e-01,1.32660434e-01,1.12970793e+00,6.61144435e-01
-6.49067088e-02,1.58011299e-01,-2.82375515e-01,3.43921840e-01,1.76704720e-01,4.44992304e-01
-2.22085097e-01,6.08694642e-02,6.69348717e-01,1.66655436e-01,1.17048240e+00,6.89783812e-01
3.28273486e-01,-1.41564437e-01,-5.57585247e-03,-5.93289137e-01,-1.27249372e+00,5.93315363e-01
2.25475968e-02,3.51085983e-01,8.68564487e-01,-7.23441541e-01,2.78327513e+00,1.13038576e+00
4.96794766e-01,-1.62449330e-01,1.03344119e+00,-1.56081009e+00,5.46366036e-01,1.87193191e+00
5.37457246e-01,-7.76051882e-02,1.77492511e+00,-1.59552753e+00,1.44847202e+00,2.38664341e+00
5.05585083e-01,2.40350536e-01,9.52281356e-01,-1.75371218e+00,-9.95221436e-02,1.99558175e+00
6.26434911e-02,-2.36566682e-01,8.29743385e-01,2.66471446e-01,8.67670417e-01,8.71482134e-01
1.49317356e-01,-1.06193818e-01,-3.52337003e-01,-1.99650943e-01,-4.36106443e-01,4.04971451e-01
6.14798854e-01,-3.09937368e-01,2.95051336e+00,-2.05036211e+00,1.94106185e+00,3.59298110e+00
-1.74030668e-01,3.57172530e-01,-2.77694196e-01,3.83895874e-01,2.30294749e-01,4.73803878e-01
4.87299971e-01,-4.34919757e-02,7.62781143e-01,-1.50581098e+00,5.77585027e-02,1.68798745e+00
-2.07184464e-01,2.30576155e-01,7.68246412e-01,2.40297452e-01,5.86395085e-01,8.04950535e-01
-2.55451758e-01,-3.24802188e-01,5.02670765e-01,6.64615780e-02,2.65461683e-01,5.07045388e-01
-8.66813658e-02,3.54453008e-01,2.98527420e-01,3.20005357e-01,-1.23642124e-01,4.37632322e-01
-3.30329031e-01,2.84676689e-01,6.43988729e-01,1.25286862e-01,1.12001431e+00,6.56062722e-01
-1.85279355e-01,2.48955067e-01,2.18547449e-01,-2.34828055e-01,-3.22522044e-01,3.20791513e-01
-2.65844570e-01,-1.58517595e-02,8.27717781e-01,2.70136952e-01,7.56932437e-01,8.70684028e-01
-4.61937868e-02,2.04994873e-01,-7.22490788e-01,5.95091105e-01,2.12711468e-01,9.36016202e-01
2.79030489e-01,3.51773979e-01,4.74344641e-01,4.94284779e-02,5.53378999e-01,4.76913005e-01
-6.90603224e-02,2.15216282e-02,3.40315700e-01,-1.18109830e-01,-7.51334429e-02,3.60228688e-01
3.06140851e-01,2.71255880e-01,2.55469918e-01,8.63316357e-01,5.43476999e-01,9.00322199e-01
1.59355451e-01,-8.47601417e-02,-4.49311495e-01,-1.35699615e-01,-3.32359850e-01,4.69356149e-01
2.72432309e-01,-3.27735282e-01,3.04773986e-01,-3.62929285e-01,-2.38316879e-03,4.73924935e-01
5.73451511e-01,-5.43783801e-02,2.30318308e+00,-1.70622635e+00,1.80209029e+00,2.86633229e+00
5.68199243e-01,-1.42841133e-01,2.26688910e+00,-1.62047648e+00,1.85013568e+00,2.78652668e+00
1.72905906e-01,2.92707817e-01,2.59508729e-01,3.20350349e-01,5.26450127e-02,4.12273109e-01
4.29967245e-01,2.34462324e-01,-7.41930962e-01,-1.05790639e+00,-9.46609795e-01,1.29214060e+00
-2.16981926e-01,3.18663471e-01,1.19665980e-01,-2.61478543e-01,-4.13816512e-01,2.87560374e-01
1.37113399e-01,1.01728675e-01,6.84494078e-02,2.54635096e-01,-1.29423544e-01,2.63674706e-01
4.19522813e-01,7.30445348e-02,-7.02041864e-01,-1.02206540e+00,-7.77436733e-01,1.23995185e+00
1.70074820e-01,-3.70183812e-02,-5.80189824e-01,-9.19103622e-04,-9.57942829e-02,5.80190539e-01
2.06375015e-01,6.91463189e-02,-6.25228882e-01,-2.55473733e-01,1.82776079e-02,6.75409496e-01
-6.42546855e-02,-5.24978440e-02,8.16590548e-01,2.56317377e-01,9.43772376e-01,8.55873108e-01
5.04299100e-01,-4.69095718e-02,1.11522830e+00,-1.63553846e+00,5.43182671e-01,1.97957575e+00
1.87913478e-01,9.96233270e-02,-4.45075005e-01,-1.89380735e-01,-4.84843731e-01,4.83690828e-01
5.65223503e-01,-2.04693225e-01,2.25051808e+00,-1.56998324e+00,1.88252044e+00,2.74402618e+00
1.17042883e-01,-2.70907484e-01,5.33951759e-01,1.25641957e-01,2.63565361e-01,5.48534751e-01
-4.38642840e-02,2.68663801e-01,2.17417791e-01,1.31881684e-02,-3.86449814e-01,2.17817411e-01
-2.84653763e-01,2.39155265e-01,6.30353689e-01,1.02688208e-01,1.08801532e+00,6.38663173e-01
-4.66360563e-02,1.62776709e-01,-3.29932421e-01,4.82673824e-01,2.94556260e-01,5.84661782e-01
-1.07666352e-01,2.47248391e-02,8.15780282e-01,2.55857587e-01,9.43301380e-01,8.54962349e-01
3.42261717e-01,3.37201292e-03,7.73171932e-02,-4.04202819e-01,-8.85041416e-01,4.11531121e-01
1.99711243e-01,-1.33728391e-01,-1.18122965e-01,-6.98864341e-01,-6.92433894e-01,7.08776712e-01
-3.60461955e-01,-3.21692919e-01,4.91850615e-01,5.82354218e-02,2.52766371e-01,4.95286167e-01
-4.28849541e-02,-6.16070577e-02,7.07136512e-01,2.03132376e-01,4.87011611e-01,7.35734165e-01
6.78493676e-02,-1.19373486e-01,-4.88828197e-02,-1.99998260e-01,-3.99076879e-01,2.05885485e-01
-3.20268542e-01,1.21208514e-01,8.22165251e-01,2.59430170e-01,9.49693501e-01,8.62125099e-01
5.20395452e-01,7.57105623e-02,1.35770094e+00,-1.75090826e+00,7.58248806e-01,2.21563363e+00
-1.80637727e-01,2.05236425e-01,4.78141844e-01,5.02078235e-02,2.33925804e-01,4.80770677e-01
-2.71190601e-01,1.36004742e-02,8.34066391e-01,2.69188821e-01,8.56578112e-01,8.76429915e-01
4.22564141e-01,-1.72249939e-01,-7.16219425e-01,-1.08658171e+00,-1.01823890e+00,1.30139542e+00
3.88663980e-01,-2.35134327e-01,9.92621928e-02,-7.57463217e-01,-1.61048278e-01,7.63939440e-01
1.10918395e-02,3.32438868e-01,8.01782846e-01,-4.84869599e-01,2.40774989e+00,9.36992109e-01
1.39329711e-01,-1.40653939e-02,-4.33399945e-01,3.02264452e-01,7.42610991e-02,5.28393149e-01
-1.71365991e-01,-1.19628544e-01,7.82103896e-01,2.43222877e-01,1.08101118e+00,8.19050610e-01
-3.16600184e-01,-7.97885228e-02,5.62338471e-01,1.07856199e-01,3.27570260e-01,5.72588444e-01
4.49498062e-01,8.70542346e-02,-2.17281207e-01,-1.22140372e+00,-1.42233288e+00,1.24057972e+00
-2.32084331e-01,-1.97851438e-02,8.00283313e-01,2.49277517e-01,1.03378391e+00,8.38208020e-01
-3.44061345e-02,2.18762638e-01,6.12038821e-02,3.82745802e-01,5.46589419e-02,3.87608379e-01
-2.34892251e-01,-1.63859527e-01,6.48308396e-01,1.62889466e-01,4.16087627e-01,6.68458462e-01
4.97587104e-01,3.14906971e-01,7.57057190e-01,-1.66399240e+00,-3.56959999e-01,1.82811558e+00
2.31831802e-02,9.08473849e-02,-6.68304443e-01,5.40137172e-01,2.39898548e-01,8.59289825e-01
4.80913861e-01,3.19640701e-01,3.80678415e-01,-1.52599609e+00,-8.46076906e-01,1.57276189e+00
1.01372595e-01,1.46855576e-01,2.16203749e-01,9.11358744e-02,-3.12125564e-01,2.34626949e-01
-1.41952456e-01,3.73166778e-01,-6.69768214e-01,6.22518539e-01,2.05295458e-01,9.14395332e-01
1.83970968e-01,-2.71764463e-01,4.16256040e-02,-6.23720527e-01,-7.49149442e-01,6.25107944e-01
3.73655382e-01,3.23041895e-01,-5.25327444e-01,-8.03932846e-02,-1.19388409e-01,5.31443298e-01
4.79265935e-01,2.95855578e-01,3.59928787e-01,-1.50298905e+00,-8.45606625e-01,1.54548526e+00
5.70872265e-01,2.65251111e-01,2.10122895e+00,-2.05029440e+00,1.30170739e+00,2.93579125e+00
9.70670015e-02,6.39650180e-02,-5.20229220e-01,6.33461237e-01,1.88628435e-01,8.19702148e-01
-1.15549444e-01,-3.30503040e-01,7.60807395e-01,2.34528914e-01,5.71658254e-01,7.96135485e-01
6.11596445e-01,3.68114689e-01,2.67713404e+00,-2.30374336e+00,1.56399751e+00,3.53189468e+00
2.98890017e-01,-3.60140914e-01,-7.94490986e-03,-5.64322829e-01,-1.14480782e+00,5.64378738e-01
-1.01827281e-01,1.09177128e-02,8.06833506e-01,2.50677347e-01,9.81507957e-01,8.44878376e-01
-3.38102511e-01,-5.65369386e-02,5.49443841e-01,9.94254798e-02,3.14644575e-01,5.58367252e-01
5.25734042e-01,2.09010014e-03,1.51411688e+00,-1.68551481e+00,1.07857561e+00,2.26572514e+00
3.78017218e-01,-1.28694980e-02,3.72657955e-01,-4.01777953e-01,5.68380952e-03,5.47995865e-01
1.67445698e-01,3.39471114e-01,5.42307496e-01,3.66864264e-01,1.00746602e-01,6.54741764e-01
-3.67899908e-01,3.58238728e-01,6.39588714e-01,1.15860447e-01,1.10750723e+00,6.49997950e-01
-2.21910335e-01,1.69347357e-01,6.61885619e-01,1.53807268e-01,1.15596890e+00,6.79521322e-01
-1.81190445e-01,-2.71470397e-01,6.31195664e-01,1.52414009e-01,3.97127390e-01,6.49336576e-01
-3.33422007e-01,1.84918048e-01,7.68904328e-01,2.40282461e-01,1.11549056e+00,8.05574059e-01
-1.59051220e-01,1.85358119e-01,3.35740626e-01,-1.24562763e-01,-8.81077498e-02,3.58102858e-01
3.41575353e-01,-3.20493031e-01,3.92101482e-02,-3.71572644e-01,-5.41509867e-01,3.73635739e-01
-1.72535487e-01,-2.56162892e-01,6.92665100e-01,1.91485956e-01,4.68755245e-01,7.18645811e-01
8.98940457e-02,-2.65926334e-01,8.10249805e-01,2.63905823e-01,7.62351632e-01,8.52144957e-01
-5.84678642e-02,1.77681721e-01,-3.01423281e-01,4.76577103e-01,3.05760384e-01,5.63898683e-01
2.34521848e-01,3.22216659e-01,-4.30951685e-01,-3.76811475e-01,-1.62760571e-01,5.72456300e-01
2.38904280e-01,-3.57226508e-01,-8.28321427e-02,-8.94792676e-01,-5.40933251e-01,8.98618460e-01
4.46004011e-01,-3.28719967e-01,3.43297683e-02,-9.34639335e-01,-5.96120656e-01,9.35269654e-01
6.19801475e-01,1.46537421e-01,2.88781762e+00,-2.15185881e+00,1.84000516e+00,3.60138702e+00
-1.33850130e-01,-1.09603999e-02,6.44319773e-01,1.22629598e-01,1.11694932e+00,6.55885637e-01
6.14566241e-01,-3.67586564e-01,2.96417832e+00,-2.05604935e+00,1.94230545e+00,3.60744953e+00
4.68055318e-02,3.33400446e-01,8.46478462e-01,-6.48253024e-01,2.67219329e+00,1.06618845e+00
-1.47487122e-02,2.48173782e-01,3.20878178e-01,3.53934646e-01,-1.08541049e-01,4.77736890e-01
1.93417679e-01,-2.40879654e-01,6.04905225e-02,-1.02970791e+00,-1.14864433e+00,1.03148317e+00
-3.61764784e-01,2.29237384e-01,7.76885152e-01,2.41697952e-01,1.09324813e+00,8.13614428e-01
-2.48877091e-01,-6.18630039e-02,8.09314728e-01,2.61732876e-01,6.81844771e-01,8.50584745e-01
2.54828800e-01,-2.23801304e-01,4.47960496e-01,-6.16927385e-01,1.58789024e-01,7.62409329e-01
-2.82515802e-01,-3.29392271e-01,4.96524572e-01,6.18095696e-02,2.58352041e-01,5.00356972e-01
1.16561786e-02,1.02154921e-01,-6.30413890e-01,5.31219482e-01,2.40983859e-01,8.24388146e-01
-3.60907177e-01,1.37952741e-01,8.06470275e-01,2.60617673e-01,6.74706221e-01,8.47535193e-01
-2.43518154e-02,-1.94456505e-01,6.52474880e-01,1.40202239e-01,1.13952696e+00,6.67368054e-01
-2.64371047e-01,1.55614831e-01,6.52343631e-01,1.40368149e-01,1.13972473e+00,6.67274654e-01
1.22686149e-01,-1.59908615e-01,-7.53343776e-02,-2.83135772e-01,-4.72143710e-01,2.92986572e-01
-7.68648369e-02,-5.56122909e-02,7.41552711e-01,2.28745356e-01,1.15457070e+00,7.76031435e-01
3.19112027e-02,2.52320013e-01,3.72942507e-01,3.76601815e-02,8.94013405e-01,3.74839187e-01
1.89113957e-01,-3.25761516e-01,1.39369413e-01,-4.49023187e-01,-4.64031160e-01,4.70154911e-01
1.70543987e-01,3.82413342e-02,-6.04437709e-01,6.15274906e-03,-3.13423932e-01,6.04469001e-01
6.40965499e-02,9.13568353e-02,-2.88799375e-01,5.82986414e-01,1.69710010e-01,6.50598347e-01
4.39782797e-04,-1.38538101e-01,7.98877597e-01,2.56309092e-01,6.52906120e-01,8.38987350e-01
5.83363434e-01,-2.51642130e-01,2.50370288e+00,-1.70266974e+00,1.95537817e+00,3.02780652e+00
-2.54975244e-01,1.99357918e-01,6.33999228e-01,1.08778104e-01,1.09687710e+00,6.43263340e-01
1.27926772e-01,3.66836642e-01,7.46183395e-01,-2.37931550e-01,1.92846644e+00,7.83199251e-01
4.05210778e-01,3.69807677e-01,-2.21152514e-01,-2.57456928e-01,1.93480060e-01,3.39400202e-01
5.64223608e-01,2.88025075e-01,1.98253763e+00,-2.06790113e+00,1.16614795e+00,2.86472869e+00
5.79530467e-01,3.36604322e-01,2.19276738e+00,-2.17395520e+00,1.26739168e+00,3.08776784e+00
-2.44008348e-02,-2.61757489e-01,6.38843894e-01,1.18742481e-01,1.11053693e+00,6.49785578e-01
6.22075317e-01,-3.31721831e-01,3.05971813e+00,-2.14710188e+00,1.92140317e+00,3.73790336e+00
-2.25327589e-01,3.55201346e-01,-1.00276917e-02,-2.25163907e-01,-4.18388247e-01,2.25387082e-01
1.16391376e-01,-1.25892970e-01,-2.17898279e-01,-1.53637782e-01,-3.74085128e-01,2.66616255e-01
5.95858297e-01,1.11121945e-01,2.55163765e+00,-1.95995212e+00,1.77245414e+00,3.21749401e+00
5.27106860e-01,2.87709470e-01,1.32988632e+00,-1.95059407e+00,3.30865264e-01,2.36080813e+00
6.15427762e-01,-3.97527036e-02,2.88095093e+00,-2.05360150e+00,1.90899122e+00,3.53795934e+00
-2.91006733e-01,6.57826759e-02,8.25154066e-01,2.61302590e-01,9.36314762e-01,8.65539312e-01
4.61726513e-03,2.46108793e-01,3.77568454e-01,3.69295776e-01,6.41653985e-02,5.28145134e-01
2.69017656e-01,-3.18609635e-01,3.39274079e-01,-4.82428610e-01,-9.53520834e-03,5.89783251e-01
-1.80214972e-01,-2.89233615e-01,6.05953217e-01,1.36349216e-01,3.70806396e-01,6.21104181e-01
2.97301849e-01,-8.55113369e-02,-4.20524999e-02,5.88422120e-01,-1.21943556e-01,5.89922845e-01
3.71362526e-01,-2.67617078e-01,3.33747953e-01,-5.76151252e-01,-1.85704932e-01,6.65836275e-01
3.14426881e-01,1.03798171e-01,-6.95082843e-02,5.48840225e-01,-1.73755482e-01,5.53224206e-01
9.25648909e-02,3.58361224e-01,8.46764922e-01,-6.15556955e-01,2.63593554e+00,1.04686260e+00
3.86387242e-01,-2.98500772e-01,1.13770239e-01,-7.54129291e-01,-1.69430822e-01,7.62662888e-01
-2.87296227e-01,-3.14616403e-01,4.97026801e-01,6.21935725e-02,2.58940279e-01,5.00902832e-01
1.21941372e-01,1.02974487e-01,1.96912289e-01,1.93233058e-01,-1.48045659e-01,2.75886685e-01
5.34151919e-01,3.06237294e-01,1.45019507e+00,-2.00053334e+00,4.82889175e-01,2.47087026e+00
-2.52197843e-01,-2.95246728e-01,5.10062575e-01,7.19188750e-02,2.73756564e-01,5.15107930e-01
4.81177276e-01,-2.05188900e-01,7.27290630e-01,-1.43782938e+00,1.67635575e-01,1.61130536e+00
-1.41413429e-01,-3.01427196e-01,7.19079256e-01,2.08469972e-01,5.04524350e-01,7.48688638e-01
8.57080446e-02,3.23373369e-01,7.92958498e-01,-4.67315078e-01,2.37245703e+00,9.20416474e-01
7.04003231e-03,-5.08642059e-02,-7.83124380e-03,-2.22177118e-01,-4.16265070e-01,2.22315088e-01
-1.87826517e-01,2.35189827e-01,3.57524127e-01,-9.23952833e-02,-2.44577341e-02,3.69270086e-01
-8.04917946e-02,6.84904830e-02,1.26618505e-01,-2.63411254e-01,-4.12460685e-01,2.92263120e-01
1.36913198e-01,-1.95670182e-01,2.88460553e-02,-3.75401556e-01,-5.42560518e-01,3.76508206e-01
4.15149522e-01,3.09151385e-01,-2.90287703e-01,-7.57401824e-01,-1.41696483e-01,8.11125457e-01
3.23321410e-01,3.05889161e-01,7.68635273e-02,5.12135565e-01,4.10355255e-02,5.17871499e-01
3.54423278e-01,-1.41359405e-01,2.36913189e-01,-1.58917561e-01,-1.18819430e-01,2.85276443e-01
