x,y,u,v,p,vMag
6.18058916e-01,2.67169394e-01,2.82035899e+00,-2.22113204e+00,1.74109697e+00,3.58996534e+00
5.23526389e-01,-1.95968032e-01,1.59631848e+00,-1.51189995e+00,1.36499536e+00,2.19865274e+00
4.15942012e-01,2.43981027e-01,-4.20346260e-01,-8.74117136e-01,-3.49947810e-01,9.69933867e-01
-1.32501704e-01,-1.28412704e-01,6.95826411e-01,1.99059531e-01,1.19357800e+00,7.23739684e-01
4.10276749e-01,1.23153440e-01,-3.33289146e-01,-8.96210909e-01,-3.12542617e-01,9.56177652e-01
3.39530161e-01,3.11793508e-01,-1.34602427e-01,-5.96804202e-01,-1.00978816e+00,6.11794949e-01
2.61447976e-01,2.03643399e-01,1.25476047e-01,1.47634447e-02,4.40866470e-01,1.26341596e-01
-3.28753039e-01,3.48635769e-02,7.09290624e-01,2.01647386e-01,4.90979612e-01,7.37397373e-01
2.15448904e-01,7.57999323e-02,-6.45579696e-01,-2.48311788e-01,2.97180533e-01,6.91687703e-01
-4.31571252e-02,-2.16482714e-01,6.32788301e-01,1.06127098e-01,1.09324598e+00,6.41626060e-01
5.34194648e-01,-1.88261754e-01,1.78101492e+00,-1.49830484e+00,1.54745138e+00,2.32743025e+00
-1.42881112e-01,-1.76443385e-01,7.87648082e-01,2.44455203e-01,1.06349158e+00,8.24710786e-01
9.48682297e-02,3.22018184e-01,7.67346382e-01,-3.91461104e-01,2.23374009e+00,8.61430347e-01
-2.00983020e-01,-7.45665026e-02,7.96458960e-01,2.47790590e-01,1.04346430e+00,8.34114552e-01
1.38750032e-01,-2.48202118e-01,2.60257602e-01,-2.70704120e-01,-3.20341408e-01,3.75519305e-01
5.23076781e-01,-3.26543874e-02,1.48687673e+00,-1.65532494e+00,1.08431816e+00,2.22506237e+00
5.14876163e-01,2.09155102e-02,1.28670776e+00,-1.69971371e+00,7.28298306e-01,2.13181686e+00
5.08540962e-02,3.59349199e-01,8.85565400e-01,-8.51033866e-01,2.90758705e+00,1.22820389e+00
4.31920716e-03,3.48601755e-01,8.36267591e-01,-5.80680966e-01,2.57874823e+00,1.01810300e+00
-2.98480011e-01,4.10254161e-02,8.25775623e-01,2.69449711e-01,7.46370971e-01,8.68624508e-01
-2.11179452e-01,-1.05258372e-01,8.33246231e-01,2.71021605e-01,8.10077131e-01,8.76214564e-01
4.72078244e-01,1.04926796e-01,3.36212993e-01,-1.35147166e+00,-6.26865268e-01,1.39266467e+00
1.04169204e-01,-1.95577145e-01,1.67482093e-01,-2.77965009e-01,-4.07176316e-01,3.24522406e-01
5.54430799e-01,-2.10422003e-01,2.10554028e+00,-1.50957775e+00,1.81774700e+00,2.59077692e+00
-1.17793301e-01,1.59781989e-01,-1.76834539e-02,-2.23946542e-01,-4.17293310e-01,2.24643618e-01
1.55915881e-01,1.80633952e-01,1.47692397e-01,6.75406605e-02,-2.91010439e-01,1.62403151e-01
1.66761531e-01,8.12763850e-02,-5.36995888e-01,1.35958508e-01,-2.85522431e-01,5.53939819e-01
-6.06841523e-03,5.49479959e-02,-2.75066912e-01,2.80197203e-01,8.80042315e-02,3.92647773e-01
-3.59597531e-01,-4.85714438e-02,5.29757857e-01,8.61812681e-02,2.94530690e-01,5.36722064e-01
-2.16654122e-01,1.24938221e-01,6.32567167e-01,1.05833098e-01,1.09279501e+00,6.41359389e-01
5.43405560e-01,-1.10629270e-01,1.89172614e+00,-1.56302416e+00,1.58397663e+00,2.45390964e+00
7.93960526e-02,-2.16247603e-01,4.86580849e-01,5.98168075e-02,2.42534354e-01,4.90243793e-01
-1.21255090e-01,2.02157517e-01,-2.16322541e-01,-7.16893449e-02,-2.95411438e-01,2.27892086e-01
-5.65687518e-02,1.67051816e-01,-2.74862409e-01,4.63055372e-01,3.13178420e-01,5.38488269e-01
-3.02107877e-01,1.88748972e-02,7.80610323e-01,2.45575354e-01,6.09841585e-01,8.18327427e-01
1.74469302e-01,-1.46070148e-01,-2.37372071e-01,-6.32552981e-01,-8.99874091e-01,6.75624728e-01
5.79319502e-01,2.55996448e-01,2.23671865e+00,-2.05689478e+00,1.42099750e+00,3.03870463e+00
-9.39641392e-03,-2.05005790e-01,6.69265628e-01,1.67909995e-01,1.17224967e+00,6.90007448e-01
2.50851042e-01,2.53878659e-01,-3.56375724e-01,-1.27617970e-01,6.25115514e-01,3.78536642e-01
4.56093997e-01,-1.99535529e-01,1.72494680e-01,-1.10002983e+00,-5.34982920e-01,1.11347210e+00
2.41878637e-01,3.33541797e-01,-5.74200153e-01,-2.68714815e-01,1.53600410e-01,6.33966446e-01
1.19000430e-01,2.97003182e-01,5.61205626e-01,-7.71569982e-02,1.36507106e+00,5.66484749e-01
1.07208329e-01,-3.55808515e-01,6.70868158e-01,1.29446462e-01,1.07611692e+00,6.83242619e-01
4.31014958e-01,1.98419733e-01,-7.35091805e-01,-1.10488355e+00,-1.03459668e+00,1.32707477e+00
-4.34537657e-02,-3.30258877e-01,7.52518296e-01,2.36294612e-01,1.15043056e+00,7.88745165e-01
3.09045074e-01,6.06662354e-02,-3.43758203e-02,6.99026883e-01,-4.67656106e-02,6.99871600e-01
3.03193707e-01,5.37005183e-02,3.93723473e-02,8.50511849e-01,1.71985909e-01,8.51422727e-01
1.23039276e-01,-3.37585451e-01,6.96400523e-01,1.76440045e-01,8.64800572e-01,7.18404353e-01
-1.65143805e-01,-3.68652043e-01,5.49383998e-01,9.96607691e-02,3.14332068e-01,5.58350325e-01
-2.34536705e-01,1.36079094e-01,6.31453514e-01,1.04643717e-01,1.09083772e+00,6.40065491e-01
-2.08148277e-02,-1.33024528e-01,7.94292569e-01,2.46532008e-01,1.04406881e+00,8.31672251e-01
5.69050175e-01,1.24435850e-01,2.15543079e+00,-1.85899282e+00,1.53496277e+00,2.84635496e+00
-3.46291004e-01,3.12395019e-01,6.44535899e-01,1.25547990e-01,1.12047410e+00,6.56649709e-01
2.32315339e-01,-2.10718639e-01,4.07708943e-01,-1.03289652e+00,-3.06724787e-01,1.11045122e+00
4.20717819e-02,-3.11738892e-01,6.35546327e-01,1.14616349e-01,1.10427904e+00,6.45798743e-01
3.68903490e-01,3.02453826e-01,-3.46124679e-01,-1.43773749e-01,-1.68233544e-01,3.74797523e-01
-2.60223443e-02,1.67659292e-01,-7.38042474e-01,5.62559724e-01,2.22817823e-01,9.27997947e-01
3.58283332e-01,5.74129587e-02,3.62956300e-02,-9.82408002e-02,-2.97991365e-01,1.04731217e-01
1.63892364e-01,-2.26598565e-01,3.85989696e-02,-5.66484213e-01,-7.13212132e-01,5.67797720e-01
-2.77931419e-01,1.88877457e-01,6.45165920e-01,1.28388956e-01,1.12401605e+00,6.57816648e-01
-7.50806718e-02,-2.26179202e-01,6.88196778e-01,1.90279111e-01,1.18936098e+00,7.14017451e-01
-3.36887633e-01,-5.37467604e-02,5.53356171e-01,1.02027133e-01,3.18552911e-01,5.62683344e-01
-2.42239876e-01,1.00190611e-01,6.66938066e-01,1.63320199e-01,1.16700506e+00,6.86643958e-01
4.02872996e-01,-3.39495323e-03,-1.71474531e-01,-8.53872359e-01,-1.96747527e-01,8.70919943e-01
5.50498308e-01,-2.75251062e-01,2.07693839e+00,-1.45504487e+00,1.84310722e+00,2.53590775e+00
2.22540509e-01,-2.55958991e-01,3.42437327e-01,-1.07903874e+00,-7.95328975e-01,1.13207245e+00
4.32749480e-01,-3.66748500e-02,-5.98490238e-01,-1.19524932e+00,-1.28933585e+00,1.33671665e+00
9.97239090e-02,3.24889978e-01,7.60402322e-01,-3.65922153e-01,2.18727899e+00,8.43866527e-01
2.71157548e-01,2.67751736e-01,3.39517951e-01,9.17570144e-02,4.78851616e-01,3.51698428e-01
5.61404885e-01,2.88613774e-01,1.93706524e+00,-2.06231356e+00,1.12382817e+00,2.82937431e+00
-2.54347966e-01,-2.23896253e-01,5.38147926e-01,9.16426033e-02,3.03409457e-01,5.45895219e-01
6.03348094e-02,3.64069724e-01,8.86926770e-01,-8.64823222e-01,2.91773129e+00,1.23877287e+00
-3.74920713e-01,2.07326671e-02,5.58277488e-01,1.05672613e-01,3.23092103e-01,5.68190515e-01
3.73631811e-01,3.42378670e-01,-5.44397354e-01,-1.09979078e-01,-1.10391483e-01,5.55395246e-01
2.68327186e-01,-1.17082400e-01,3.55997980e-01,-9.07898769e-02,4.19317901e-01,3.67392659e-01
3.38610241e-01,-1.89956743e-01,3.33160087e-02,-3.72219622e-01,-9.07607079e-01,3.73707652e-01
4.21613390e-02,-2.14116258e-01,8.27510595e-01,2.62694061e-01,9.32082474e-01,8.68206203e-01
4.46916110e-01,-2.09454798e-01,-5.50685003e-02,-1.03567696e+00,-9.40898657e-01,1.03713989e+00
1.81214209e-01,2.03987921e-01,1.15305617e-01,-1.30371243e-01,-5.79282761e-01,1.74046099e-01
5.15411302e-01,-2.69192465e-01,1.48619354e+00,-1.47436404e+00,1.29488003e+00,2.09344697e+00
4.24664794e-02,-1.92018540e-01,7.50852704e-01,2.27047041e-01,5.53911984e-01,7.84429789e-01
-3.04067375e-01,1.34183988e-01,7.66791105e-01,2.40147904e-01,1.12213492e+00,8.03517044e-01
-2.45320056e-01,7.97283921e-02,6.96520567e-01,2.02076569e-01,1.19807351e+00,7.25241899e-01
1.10643502e-02,2.63109282e-01,3.22424471e-01,8.77281278e-02,6.70853078e-01,3.34146321e-01
-2.02525744e-01,-2.73071997e-01,5.75246930e-01,1.16424218e-01,3.40216517e-01,5.86910248e-01
3.30240332e-01,4.55550357e-02,-7.17676133e-02,-5.83336353e-01,-1.22060645e+00,5.87734520e-01
-1.09851162e-01,2.73852820e-01,-3.62275094e-01,4.84069884e-01,2.79593766e-01,6.04621291e-01
-3.09852101e-01,-2.25786995e-01,5.02832532e-01,6.65951520e-02,2.65636384e-01,5.07223308e-01
-1.99971573e-01,2.77905317e-01,2.01812923e-01,-2.42529303e-01,-3.42954218e-01,3.15513730e-01
-3.52132352e-01,-3.12460486e-01,4.92171824e-01,5.84836602e-02,2.53154814e-01,4.95634377e-01
-1.65723159e-01,-3.06260079e-01,6.20243549e-01,1.45595297e-01,3.85435462e-01,6.37102842e-01
-1.42157136e-01,-3.28820439e-01,6.56653047e-01,1.68952033e-01,4.24981713e-01,6.78039849e-01
5.59009232e-01,-5.08797741e-03,2.07576442e+00,-1.68878686e+00,1.62545276e+00,2.67596698e+00
-9.20249117e-02,-1.51064335e-01,6.44426703e-01,1.23543784e-01,1.11806643e+00,6.56162202e-01
-2.49409630e-01,-2.83440736e-01,5.14980972e-01,7.54815340e-02,2.79137015e-01,5.20483315e-01
5.67730859e-01,3.71664317e-01,1.98547280e+00,-2.19428897e+00,1.03297353e+00,2.95922399e+00
-1.81038336e-01,-1.70297460e-01,8.27758193e-01,2.70198107e-01,7.61322796e-01,8.70741427e-01
5.09906278e-01,3.69686515e-01,9.56596375e-01,-1.83213472e+00,-2.73987591e-01,2.06683207e+00
-5.82494055e-02,1.87033009e-02,2.21751496e-01,-2.33992755e-01,-3.19391131e-01,3.22376072e-01
6.14007732e-01,1.05804693e-01,2.81637454e+00,-2.08454061e+00,1.84970522e+00,3.50389433e+00
2.89729506e-01,3.44931858e-01,5.37971020e-01,3.48743081e-01,5.94462991e-01,6.41119778e-01
1.25741711e-01,-1.15329486e-02,-3.96672130e-01,3.86694491e-01,1.70093060e-01,5.53968787e-01
-2.16855795e-02,3.35014348e-01,6.32900596e-01,-1.73976183e-01,1.72110701e+00,6.56377077e-01
1.21647558e-01,1.23759726e-01,2.37634167e-01,3.20205241e-02,-3.38556707e-01,2.39781797e-01
2.93988720e-01,3.14655871e-01,4.97461319e-01,5.73858142e-01,6.22886240e-01,7.59460926e-01
-2.57342705e-01,2.57259267e-01,6.99313521e-01,2.03260466e-01,1.19561183e+00,7.28254199e-01
-2.89392415e-01,-1.19523387e-02,7.63542891e-01,2.35267624e-01,5.76292276e-01,7.98967183e-01
1.75687908e-01,5.65584687e-02,-5.78547955e-01,-3.71570885e-02,-3.69723678e-01,5.79739928e-01
-2.26962065e-01,3.76312289e-02,7.06836939e-01,2.11988643e-01,1.19922221e+00,7.37941504e-01
1.04718943e-01,-2.50436919e-01,5.03900409e-01,8.82308632e-02,2.48897329e-01,5.11566520e-01
5.33343072e-01,1.61520308e-01,1.54318881e+00,-1.85199440e+00,8.88985217e-01,2.41066694e+00
2.16596492e-01,-2.22817135e-01,3.47780973e-01,-1.09740508e+00,-8.04221153e-01,1.15119481e+00
1.85193764e-01,-1.43607075e-01,-2.06326514e-01,-6.47131503e-01,-8.38401020e-01,6.79227352e-01
-3.10214504e-01,-2.42842906e-01,5.00226974e-01,6.46384656e-02,2.62650311e-01,5.04385948e-01
-1.08294776e-01,9.14451668e-02,3.39459568e-01,-1.19413912e-01,-7.76517093e-02,3.59850645e-01
1.60855959e-01,2.59706609e-01,3.50846440e-01,3.90710175e-01,5.93705028e-02,5.25116801e-01
-9.75301446e-02,-1.62007567e-01,6.62445545e-01,1.53227493e-01,1.15504372e+00,6.79935873e-01
5.66497263e-03,-1.32590304e-01,6.44154072e-01,1.60586461e-01,4.11242902e-01,6.63869321e-01
1.34377934e-01,-1.17117905e-01,-2.84038693e-01,-1.64352179e-01,-3.97480607e-01,3.28160971e-01
2.67047564e-01,-2.41616363e-01,3.39930445e-01,-3.92443120e-01,2.26442561e-01,5.19195855e-01
5.16705218e-01,2.42523834e-01,1.16156363e+00,-1.85694134e+00,1.57865956e-01,2.19031072e+00
2.96576990e-01,2.80383485e-01,4.12136555e-01,7.20617712e-01,6.09689534e-01,8.30148458e-01
2.09986339e-01,-1.76229117e-01,2.42999241e-01,-9.78881598e-01,-7.49078989e-01,1.00859201e+00
5.34675185e-01,-2.41529753e-01,1.81691658e+00,-1.45431936e+00,1.61942577e+00,2.32727957e+00
4.78842520e-01,-2.05072021e-02,5.82411289e-01,-1.37751997e+00,-1.11639664e-01,1.49558151e+00
-3.37924539e-02,-3.65704387e-01,7.81093597e-01,2.43816927e-01,1.08952248e+00,8.18262696e-01
4.67950929e-01,-2.32749990e-01,4.73187774e-01,-1.23422766e+00,-2.56285965e-02,1.32182622e+00
4.17308299e-02,2.79931279e-01,6.33718014e-01,-1.94219321e-01,1.76662767e+00,6.62811935e-01
2.34495137e-01,1.28270286e-01,-5.58997869e-01,-2.37583488e-01,5.19762397e-01,6.07391596e-01
5.18305814e-01,-2.68200496e-01,1.54059267e+00,-1.46633863e+00,1.35660732e+00,2.12686968e+00
-8.40802195e-02,-3.15170716e-01,8.25158715e-01,2.61642933e-01,9.22555268e-01,8.65646541e-01
-1.49079083e-01,-7.19702228e-02,6.66989088e-01,1.61119327e-01,1.16397583e+00,6.86173379e-01
4.99860171e-01,-9.66405359e-03,9.97007132e-01,-1.63102865e+00,3.09260666e-01,1.91161656e+00
-3.69140965e-01,1.78754918e-01,8.31979990e-01,2.70719767e-01,8.04984391e-01,8.74917090e-01
4.65028686e-01,1.37394514e-02,2.30130062e-01,-1.26286244e+00,-6.90470815e-01,1.28365934e+00
-1.18954496e-01,-1.70132092e-02,6.68996572e-01,1.61570475e-01,1.16354668e+00,6.88230634e-01
-7.86538850e-04,-1.08703083e-02,-1.64356247e-01,-1.19215757e-01,-3.36925447e-01,2.03040332e-01
-1.24489250e-01,-6.72708536e-02,6.32466912e-01,1.02942780e-01,1.08949292e+00,6.40789866e-01
-2.43802778e-01,-1.85593747e-02,8.23929906e-01,2.60507882e-01,9.42768872e-01,8.64132404e-01
4.84478040e-01,8.94048837e-02,6.34410620e-01,-1.45778501e+00,-1.78282261e-01,1.58984709e+00
-1.49564245e-01,-1.78091826e-01,8.06798220e-01,2.51408637e-01,1.00497818e+00,8.45061958e-01
-2.16231046e-01,1.07236982e-02,7.15882063e-01,2.19126627e-01,1.19608879e+00,7.48667896e-01
5.05102401e-01,4.81849654e-02,1.06604469e+00,-1.68455935e+00,3.35346520e-01,1.99353743e+00
-1.27866315e-01,3.53789974e-01,-5.60293794e-01,6.38107896e-01,1.95292071e-01,8.49182427e-01
1.90770663e-01,-2.50801220e-01,2.96610370e-02,-9.53459740e-01,-1.08116567e+00,9.53920960e-01
-3.27627052e-01,3.36796774e-01,6.38332129e-01,1.14822999e-01,1.10580587e+00,6.48577094e-01
5.00418821e-01,2.09542334e-02,9.88413334e-01,-1.64489448e+00,2.56455183e-01,1.91902018e+00
-8.86669635e-02,1.21016455e-01,-9.22101662e-02,-1.80456430e-01,-3.83619845e-01,2.02650532e-01
-2.60430354e-01,5.30637990e-02,7.70228505e-01,2.41099820e-01,1.11511421e+00,8.07081819e-01
4.78905425e-01,1.05529643e-02,5.65566897e-01,-1.37815559e+00,-1.60655871e-01,1.48969078e+00
2.07707619e-01,6.09625028e-02,-6.44149303e-01,-2.36741632e-01,1.23592809e-01,6.86276138e-01
6.15259765e-01,-2.25008951e-02,2.87350988e+00,-2.05477071e+00,1.90437770e+00,3.53258276e+00
-4.04936388e-02,-3.22271360e-01,7.34117508e-01,2.29823038e-01,1.17987061e+00,7.69251049e-01
3.39186219e-01,-3.56642721e-01,-1.32288337e-02,-4.01291490e-01,-6.11792982e-01,4.01509464e-01
2.19237336e-01,-2.54354092e-03,-6.01213694e-01,-3.37094963e-01,1.01882324e-01,6.89268410e-01
3.86385548e-01,-2.08335590e-02,3.22795719e-01,-6.24326766e-01,-1.11784816e-01,7.02837825e-01
-2.73627576e-01,-3.44065361e-01,4.96627152e-01,6.18874431e-02,2.58471131e-01,5.00468373e-01
1.86390263e-02,1.74416208e-01,2.69823611e-01,-7.25391507e-03,-3.72470379e-01,2.69921094e-01
-3.58705526e-01,8.10736616e-02,6.93267465e-01,1.91858187e-01,4.69533682e-01,7.19325602e-01
-2.15660862e-01,-2.64880330e-01,5.59840679e-01,1.06274202e-01,3.25037599e-01,5.69838405e-01
1.00120779e-01,-1.84920923e-01,1.22114860e-01,-2.81727344e-01,-4.35645819e-01,3.07054281e-01
3.13018562e-01,2.51794518e-01,1.40698090e-01,8.20911884e-01,3.73180807e-01,8.32881927e-01
4.83687344e-01,3.22093884e-01,4.43883836e-01,-1.54594100e+00,-7.63069093e-01,1.60840499e+00
7.12769360e-02,2.59912009e-01,5.43443918e-01,-9.46751088e-02,1.46308732e+00,5.51629126e-01
3.72676834e-01,3.49925602e-01,-5.12565255e-01,-1.43186450e-01,-1.06815845e-01,5.32189369e-01
2.13756440e-01,-1.58347171e-01,2.20779911e-01,-8.97991240e-01,-5.79780400e-01,9.24733520e-01
-2.89284773e-01,4.28238467e-02,8.34355712e-01,2.70194411e-01,8.39042008e-01,8.77014518e-01
-9.55262535e-02,1.44640368e-02,8.24550986e-01,2.69154131e-01,7.69525766e-01,8.67368579e-01
-8.34127235e-02,1.07684487e-01,-6.86459318e-02,-1.94626033e-01,-3.94369543e-01,2.06377223e-01
2.14928688e-01,2.59381905e-01,-1.80619180e-01,-5.40576100e-01,-6.16553247e-01,5.69952488e-01
4.34472107e-01,-4.73197197e-02,-5.42680025e-01,-1.19547009e+00,-1.33597314e+00,1.31287873e+00
3.28386515e-01,-7.36670342e-02,-1.03906617e-02,-5.69702983e-01,-1.24997687e+00,5.69797754e-01
-2.37337890e-01,3.29026492e-01,3.39459181e-01,-1.18947729e-01,-7.72471502e-02,3.59695822e-01
9.27071817e-02,2.99107866e-01,6.98864818e-01,-2.69705981e-01,1.96679080e+00,7.49101698e-01
4.85467065e-02,-1.57339276e-01,3.45257312e-01,-1.10009283e-01,-6.01061396e-02,3.62359852e-01
1.80774934e-01,2.94533025e-01,1.41081810e-01,1.93943098e-01,-4.14452106e-02,2.39829108e-01
-1.24618192e-01,-3.60422043e-02,6.38442516e-01,1.12560526e-01,1.10324001e+00,6.48289025e-01
4.08593346e-01,-1.68898994e-01,-5.68105817e-01,-1.01034915e+00,-6.17424965e-01,1.15911591e+00
-9.74433776e-02,-3.13788298e-01,8.31790805e-01,2.70467281e-01,8.09360325e-01,8.74659061e-01
3.18749129e-01,-5.95474283e-02,-5.75800762e-02,-2.62821555e-01,-1.09283686e+00,2.69055068e-01
1.68639251e-01,1.40471165e-01,-3.66347842e-03,-1.28085315e-02,-4.72945392e-01,1.33221447e-02
2.06969631e-01,2.25966015e-01,-1.72817469e-01,-5.44175565e-01,-7.08297193e-01,5.70957899e-01
-2.79152821e-01,-7.98905951e-02,6.55194998e-01,1.67174533e-01,4.23889101e-01,6.76186264e-01
2.40216351e-01,-2.11213507e-01,4.51808780e-01,-8.61788511e-01,-5.92926778e-02,9.73041952e-01
-3.80032792e-02,1.37522324e-01,-2.74528146e-01,4.66443539e-01,3.16140473e-01,5.41234970e-01
6.20427152e-01,-4.47200401e-02,2.95347762e+00,-2.10613704e+00,1.90763378e+00,3.62751198e+00
-7.81388455e-02,-2.06435867e-02,8.28186035e-01,2.67432153e-01,8.36836278e-01,8.70294273e-01
4.55130888e-01,-2.18357507e-01,1.63689151e-01,-1.08289480e+00,-5.25797904e-01,1.09519649e+00
-2.98112642e-01,-1.15225070e-01,5.60349822e-01,1.06489614e-01,3.25652719e-01,5.70378780e-01
3.77397514e-01,-2.28116302e-01,2.95471042e-01,-6.77229285e-01,-2.58233488e-01,7.38879323e-01
5.29985133e-01,9.10648151e-02,1.53193665e+00,-1.77411902e+00,9.83177125e-01,2.34399843e+00
6.20974043e-01,-1.93022380e-01,3.00367546e+00,-2.11351371e+00,1.92305779e+00,3.67273831e+00
1.79774285e-01,3.74241290e-01,4.31410432e-01,3.34177792e-01,9.91899520e-04,5.45701146e-01
2.64091503e-01,-3.44912800e-01,3.65986645e-01,-6.06582820e-01,-7.09850490e-02,7.08441198e-01
-3.48469350e-01,4.97286815e-02,6.65688038e-01,1.74236700e-01,4.35732245e-01,6.88112617e-01
4.49325728e-01,2.62330788e-01,-3.68791640e-01,-1.26915443e+00,-1.53219664e+00,1.32165062e+00
-2.06758509e-01,2.04150357e-01,8.06159496e-01,2.50733018e-01,9.97599065e-01,8.44251215e-01
-3.30286055e-01,3.57233530e-01,6.52503014e-01,1.38083622e-01,1.13690662e+00,6.66953743e-01
5.07679966e-01,-2.10020593e-01,1.29604721e+00,-1.53941464e+00,1.00018752e+00,2.01234579e+00
5.43738409e-01,1.21646226e-01,1.75640082e+00,-1.81637299e+00,1.19879341e+00,2.52668834e+00
4.14422952e-01,2.29411377e-01,-3.72723877e-01,-8.63249421e-01,-3.03529024e-01,9.40277994e-01
5.81471346e-01,-3.18034411e-02,2.40423775e+00,-1.76961339e+00,1.82591164e+00,2.98527908e+00
2.17861696e-01,2.50759353e-01,-2.28285685e-01,-4.71426725e-01,-5.05311012e-01,5.23791492e-01
1.18978795e-01,3.14288395e-01,6.34729505e-01,-1.37327477e-01,1.61035609e+00,6.49415374e-01
1.86993181e-01,1.05495416e-01,-4.31066662e-01,-1.91008702e-01,-5.04361272e-01,4.71489966e-01
-7.23617805e-02,-3.25556696e-01,8.15323234e-01,2.55523384e-01,9.72647369e-01,8.54426205e-01
1.22536566e-01,3.74448712e-01,7.88830161e-01,-3.36703479e-01,2.16429448e+00,8.57684195e-01
5.57129923e-01,3.42103850e-01,1.83214724e+00,-2.12261677e+00,9.29037571e-01,2.80397320e+00
6.15979228e-02,2.25131507e-01,3.00300717e-01,1.13180593e-01,5.87357461e-01,3.20921123e-01
-3.65650522e-02,3.46729203e-01,5.71078181e-01,-1.06736928e-01,1.50677645e+00,5.80967367e-01
4.29443814e-01,7.74182611e-02,-7.25443602e-01,-1.14076757e+00,-1.10076368e+00,1.35189462e+00
-1.85928950e-01,1.12678771e-01,6.76671982e-01,1.74656793e-01,1.17706335e+00,6.98849022e-01
7.36818396e-02,1.36313031e-01,2.41745576e-01,-1.91036314e-02,-4.08363342e-01,2.42499217e-01
3.94456195e-01,-1.36983039e-01,1.07926475e-02,-7.83501387e-01,-1.30170092e-01,7.83575714e-01
-3.61431252e-01,2.68962669e-01,7.20232248e-01,2.20946625e-01,1.19034731e+00,7.53360391e-01
2.97827860e-01,1.18097341e-01,1.71238407e-01,9.03986394e-01,4.41185236e-01,9.20061946e-01
8.69431790e-02,2.64366344e-01,5.47514677e-01,-9.29644257e-02,1.45752680e+00,5.55350959e-01
1.05539355e-01,1.83895040e-01,4.24857765e-01,4.42903459e-01,-3.31566781e-02,6.13732517e-01
1.60126679e-01,2.75843469e-01,4.54691201e-01,4.27230477e-01,5.73797673e-02,6.23915017e-01
1.99011357e-02,-2.58037489e-01,6.56144857e-01,1.50564864e-01,1.15251017e+00,6.73198223e-01
2.58896637e-01,3.74642598e-01,-3.07345927e-01,-2.29881108e-02,6.32661402e-01,3.08204442e-01
4.57567633e-01,1.41881214e-01,-5.41304573e-02,-1.26979625e+00,-1.27655101e+00,1.27094948e+00
4.76191543e-01,-6.56505052e-02,5.52891016e-01,-1.34123766e+00,-9.73856151e-02,1.45072627e+00
1.07946650e-01,1.01040136e-01,2.27916062e-01,1.91338912e-01,-1.27362579e-01,2.97584116e-01
-2.43474618e-02,3.10793033e-01,3.78582865e-01,3.70820016e-02,8.73986781e-01,3.80394608e-01
3.03328781e-01,-1.14149863e-01,-8.53320733e-02,3.12525928e-01,-5.92505515e-01,3.23966086e-01
2.32364955e-01,-1.18381493e-01,3.43893588e-01,-5.22042274e-01,9.45002735e-02,6.25132740e-01
1.19779198e-01,5.66152546e-02,-5.84501386e-01,5.98062277e-01,1.60002396e-01,8.36253762e-01
1.25267031e-01,3.49637232e-02,-7.02376485e-01,4.82890666e-01,1.48428217e-01,8.52359176e-01
3.34454956e-01,3.71002719e-01,6.45377114e-02,1.38331801e-02,-4.22719359e-01,6.60035834e-02
3.41344165e-01,3.13423039e-01,-1.34296283e-01,-6.86825454e-01,-1.04974198e+00,6.99831903e-01
3.90445839e-01,2.19142685e-01,9.24370214e-02,-2.82843977e-01,8.08627158e-02,2.97565639e-01
4.11125386e-02,2.42722240e-01,3.46088737e-01,5.91941923e-02,7.98377752e-01,3.51114452e-01
3.77516910e-01,-1.89832344e-01,3.21522385e-01,-6.46075368e-01,-2.20383853e-01,7.21657813e-01
4.32476398e-02,1.03267076e-01,-4.44292486e-01,6.29663408e-01,1.90124229e-01,7.70630777e-01
9.55174874e-02,-2.43674076e-01,5.58662057e-01,1.20871410e-01,3.09458613e-01,5.71588337e-01
5.86546696e-01,-2.69980302e-01,2.55131865e+00,-1.73112762e+00,1.96334851e+00,3.08318496e+00
5.63719280e-02,4.77172537e-02,-5.73589087e-01,5.27591944e-01,2.50158370e-01,7.79331625e-01
3.47420267e-01,-4.39129168e-02,1.16650030e-01,-2.37587929e-01,-6.34685159e-01,2.64679521e-01
2.46521890e-01,-9.16859528e-02,4.87891436e-01,-2.73117602e-01,3.73924077e-01,5.59134424e-01
2.44751935e-01,2.58873759e-01,-5.34647822e-01,-1.43463954e-01,5.29234350e-01,5.53561389e-01
5.08666494e-01,-1.86671491e-02,1.18701124e+00,-1.66241634e+00,6.22908592e-01,2.04270005e+00
4.00156149e-01,1.98222210e-01,1.14399545e-01,-5.49576104e-01,9.21977609e-02,5.61356544e-01
1.84036816e-01,-3.36481509e-01,2.00071245e-01,-3.91228974e-01,-2.91815519e-01,4.39418495e-01
-1.44165449e-01,-1.00051786e-01,6.87827587e-01,1.89972535e-01,1.18932998e+00,7.13579953e-01
3.12352069e-01,-3.57948939e-01,-3.17407757e-01,-8.15865159e-01,-1.56720853e+00,8.75433385e-01
6.08215720e-01,-1.00982766e-01,2.79713249e+00,-1.97059381e+00,1.92485344e+00,3.42157722e+00
-6.00862645e-03,3.05285908e-01,5.34849644e-01,-7.91523680e-02,1.40554857e+00,5.40674806e-01
-2.52428811e-03,2.50623371e-01,4.07942116e-01,4.08587873e-01,5.21049649e-03,5.77374101e-01
-1.70244356e-01,-1.59717885e-01,8.27425241e-01,2.63167202e-01,9.13793147e-01,8.68268132e-01
